product_id,line_id,weight,length,thickness,temperature,vibration,humidity,shift,is_defect
PRD-008,Line Beta,47.099,71.568,4.842,32.024,6.104,26.555,3,0
PRD-001,Line Gamma,14.152,116.335,16.908,30.767,3.755,22.609,2,0
PRD-004,Line Gamma,46.425,102.25,2.878,93.171,6.331,47.365,1,1
PRD-012,Line Alpha,12.677,49.184,9.408,34.991,3.339,51.129,2,0
PRD-008,Line Gamma,17.121,118.219,16.177,78.988,1.268,65.004,3,1
PRD-003,Line Beta,25.785,113.563,13.447,49.182,2.349,77.199,1,0
PRD-007,Line Beta,20.219,64.336,16.316,59.252,3.693,49.416,1,0
PRD-007,Line Beta,39.803,33.906,17.595,81.409,6.396,76.62,2,1
PRD-011,Line Alpha,35.533,61.345,17.968,82.692,3.813,63.085,1,1
PRD-006,Line Alpha,52.581,45.138,5.507,43.074,5.669,25.444,2,0
PRD-009,Line Beta,31.706,50.2,5.142,81.794,4.336,51.404,1,1
PRD-010,Line Gamma,29.007,38.666,15.473,30.261,4.248,22.902,3,0
PRD-007,Line Gamma,31.958,89.14,3.012,20.907,6.914,61.693,1,0
PRD-011,Line Gamma,52.739,65.579,17.098,33.079,3.118,39.497,2,0
PRD-020,Line Alpha,50.421,18.413,14.496,55.772,1.02,67.037,1,0
PRD-014,Line Gamma,16.318,38.324,10.083,87.99,2.255,34.86,1,1
PRD-013,Line Alpha,36.943,62.394,12.429,84.21,6.386,37.949,2,0
PRD-005,Line Gamma,52.335,94.277,8.466,89.346,6.539,74.75,2,1
PRD-003,Line Gamma,29.147,69.341,11.743,22.517,0.901,51.697,3,0
PRD-004,Line Alpha,47.745,47.347,2.656,54.082,6.136,59.347,1,0
PRD-008,Line Beta,30.947,107.642,2.532,87.457,2.027,37.359,2,0
PRD-019,Line Gamma,23.3,17.84,9.729,53.002,1.914,77.22,2,0
PRD-004,Line Gamma,54.919,34.219,4.935,50.773,6.246,83.786,3,1
PRD-003,Line Gamma,12.743,68.75,10.129,58.03,2.705,55.167,2,0
PRD-002,Line Beta,33.653,36.551,8.635,42.851,5.948,68.746,3,0
PRD-017,Line Beta,57.421,17.527,15.501,79.911,4.772,79.371,3,0
PRD-019,Line Alpha,18.394,27.385,9.287,39.677,6.238,49.581,3,0
PRD-018,Line Beta,43.409,61.492,8.514,35.445,6.121,73.378,2,0
PRD-019,Line Gamma,53.23,16.557,5.067,80.719,4.395,73.672,3,0
PRD-003,Line Gamma,57.779,100.722,16.888,56.79,4.264,49.308,2,0
PRD-007,Line Alpha,33.328,63.042,16.631,20.456,3.333,78.132,3,0
PRD-013,Line Gamma,25.429,18.172,13.487,64.352,5.103,66.541,1,0
PRD-008,Line Beta,25.914,118.905,11.624,21.446,2.391,74.256,3,0
PRD-015,Line Alpha,57.719,77.876,3.016,45.498,4.109,33.29,2,1
PRD-020,Line Gamma,19.471,119.931,5.712,88.435,5.475,39.456,1,0
PRD-005,Line Gamma,43.202,92.74,9.455,60.408,3.276,55.14,1,0
PRD-013,Line Gamma,24.47,38.288,3.822,86.227,4.036,80.459,1,1
PRD-009,Line Gamma,54.366,84.108,16.42,69.054,1.124,20.103,2,0
PRD-004,Line Beta,14.502,77.903,4.497,67.311,0.785,81.588,1,1
PRD-018,Line Alpha,35.809,109.317,17.375,24.919,1.568,30.516,1,0
PRD-014,Line Gamma,19.997,106.362,6.736,42.436,4.028,72.659,1,0
PRD-001,Line Beta,18.776,68.302,11.271,45.416,4.285,64.911,2,0
PRD-003,Line Alpha,31.272,15.229,16.993,71.407,5.319,81.919,2,0
PRD-006,Line Beta,30.683,28.905,10.92,59.779,6.133,36.808,1,0
PRD-006,Line Beta,20.952,109.642,6.233,40.199,2.685,61.64,3,0
PRD-009,Line Beta,57.923,86.449,16.001,87.499,1.044,20.767,3,1
PRD-005,Line Beta,19.466,107.075,5.439,64.75,4.423,85.715,1,0
PRD-015,Line Beta,23.438,34.177,16.552,62.741,3.214,77.145,3,1
PRD-020,Line Beta,41.855,62.13,4.11,76.566,2.123,42.277,3,0
PRD-012,Line Beta,22.226,95.23,6.093,76.542,5.189,77.061,2,0
PRD-009,Line Gamma,12.748,40.523,8.402,72.626,6.131,82.92,3,1
PRD-012,Line Gamma,38.218,119.798,5.98,47.708,6.792,48.005,1,0
PRD-005,Line Alpha,31.683,55.022,14.909,65.324,4.687,57.026,2,0
PRD-005,Line Beta,38.748,74.529,9.754,88.353,6.446,83.356,1,0
PRD-009,Line Alpha,39.822,55.63,4.653,50.805,4.653,20.776,2,0
PRD-015,Line Gamma,38.837,33.577,16.281,48.272,7.101,83.608,3,0
PRD-005,Line Gamma,54.081,78.336,17.222,61.112,1.943,72.605,3,0
PRD-013,Line Gamma,35.679,89.562,9.215,34.047,6.64,50.368,2,0
PRD-009,Line Gamma,19.943,69.942,15.871,38.86,4.574,37.291,2,0
PRD-017,Line Gamma,20.722,95.266,3.354,94.328,3.196,22.053,1,1
PRD-002,Line Gamma,57.029,88.331,16.879,31.01,4.633,72.29,1,0
PRD-010,Line Gamma,41.995,38.817,2.54,41.318,6.77,24.95,2,1
PRD-007,Line Gamma,49.33,67.049,4.437,67.668,4.142,29.268,3,0
PRD-014,Line Gamma,27.052,85.493,6.754,75.671,4.97,68.811,2,0
PRD-011,Line Gamma,56.603,83.141,2.89,33.699,2.757,36.249,3,0
PRD-014,Line Beta,39.997,99.042,11.958,39.576,6.568,48.048,3,0
PRD-018,Line Alpha,41.856,105.017,8.437,29.878,0.529,53.17,2,0
PRD-001,Line Beta,40.322,57.949,16.983,52.296,2.732,53.62,3,0
PRD-010,Line Alpha,26.243,98.517,6.918,39.322,5.263,42.259,1,0
PRD-016,Line Gamma,40.459,104.294,3.551,23.887,3.784,33.751,1,1
PRD-012,Line Alpha,22.385,24.047,11.21,69.743,6.972,30.263,2,0
PRD-019,Line Gamma,45.223,77.033,10.25,34.503,3.579,33.291,3,0
PRD-010,Line Beta,24.653,62.098,10.799,20.006,2.315,50.188,2,0
PRD-018,Line Beta,51.836,96.319,7.043,24.927,6.99,20.36,2,0
PRD-003,Line Gamma,15.279,64.478,2.546,88.919,4.234,74.687,2,1
PRD-008,Line Gamma,19.657,71.512,7.554,40.099,3.07,88.012,1,0
PRD-003,Line Gamma,48.56,68.433,7.509,60.846,1.03,71.562,1,0
PRD-015,Line Beta,24.477,99.081,8.278,47.431,4.535,28.188,2,1
PRD-016,Line Beta,12.124,44.931,11.405,86.92,5.868,70.178,2,0
PRD-004,Line Gamma,24.709,16.929,14.178,65.316,5.783,58.215,1,1
PRD-018,Line Alpha,43.325,76.799,8.298,32.024,6.796,71.197,1,0
PRD-018,Line Gamma,30.37,114.595,12.053,72.003,0.641,51.137,3,1
PRD-013,Line Beta,19.243,88.271,3.449,87.597,2.393,50.613,3,1
PRD-007,Line Gamma,22.89,90.687,4.114,24.162,1.772,88.982,2,1
PRD-001,Line Gamma,53.763,109.5,14.193,83.032,3.765,55.391,3,0
PRD-002,Line Gamma,19.737,117.8,13.45,64.961,4.621,57.86,3,0
PRD-010,Line Alpha,15.628,35.968,15.699,30.894,3.112,27.018,2,0
PRD-018,Line Beta,37.8,51.006,14.805,38.073,4.91,27.801,3,0
PRD-010,Line Beta,48.741,85.585,4.543,21.357,2.013,83.349,3,1
PRD-016,Line Beta,28.714,44.244,9.684,72.367,5.793,80.448,3,0
PRD-005,Line Gamma,53.188,23.392,14.011,41.696,5.498,77.601,3,0
PRD-008,Line Gamma,24.526,107.022,9.775,49.061,3.235,81.095,1,0
PRD-019,Line Beta,54.451,53.147,17.62,30.34,3.075,71.79,2,1
PRD-012,Line Beta,49.396,110.258,2.095,88.014,3.963,23.389,1,1
PRD-002,Line Beta,30.207,60.567,2.134,23.301,5.397,82.097,1,0
PRD-014,Line Beta,50.521,80.504,11.404,20.821,1.95,23.066,1,0
PRD-002,Line Gamma,22.914,18.025,7.837,21.748,2.257,31.066,1,0
PRD-015,Line Beta,38.147,88.092,7.867,84.31,4.349,77.707,2,1
PRD-020,Line Gamma,36.539,19.515,15.809,54.76,6.645,86.327,2,0
PRD-009,Line Beta,57.148,77.006,4.193,43.927,5.506,87.385,2,0
PRD-011,Line Alpha,35.635,28.057,2.261,62.079,5.313,61.667,2,0
PRD-017,Line Alpha,25.036,103.092,6.528,44.763,7.068,30.983,1,0
PRD-012,Line Alpha,17.674,79.736,2.837,72.456,3.045,36.431,2,1
PRD-014,Line Alpha,26.241,59.421,9.162,42.225,6.287,30.798,2,0
PRD-013,Line Alpha,18.03,52.099,17.909,47.448,2.947,24.97,1,0
PRD-003,Line Beta,22.598,91.213,17.218,51.737,5.92,42.122,1,0
PRD-015,Line Gamma,14.845,28.54,6.091,25.629,2.143,42.848,2,0
PRD-002,Line Gamma,29.267,42.743,13.925,36.035,5.056,42.391,2,0
PRD-011,Line Gamma,33.171,75.13,13.765,76.885,6.747,64.606,3,0
PRD-010,Line Gamma,30.612,37.555,7.282,86.388,4.21,33.637,2,0
PRD-016,Line Beta,40.851,73.754,8.336,91.613,3.008,52.81,1,0
PRD-016,Line Beta,48.859,24.314,6.246,84.165,5.898,27.018,1,1
PRD-020,Line Beta,31.894,40.399,5.034,81.303,5.124,62.259,2,1
PRD-005,Line Alpha,38.014,105.364,6.626,22.994,6.319,84.509,2,0
PRD-006,Line Beta,54.999,109.056,9.363,66.298,4.478,33.078,1,0
PRD-008,Line Gamma,54.92,31.743,13.535,85.06,4.866,23.271,1,0
PRD-001,Line Gamma,16.32,87.318,2.002,51.746,1.766,73.28,1,0
PRD-010,Line Alpha,21.771,46.177,12.557,65.349,4.019,82.262,1,0
PRD-016,Line Beta,49.714,105.512,7.252,40.155,2.792,82.769,1,0
PRD-015,Line Beta,32.075,87.421,11.957,35.13,6.928,28.702,1,0
PRD-013,Line Beta,57.295,37.412,4.476,78.009,3.398,63.779,1,0
PRD-016,Line Beta,33.502,37.926,17.028,51.063,5.364,68.989,1,0
PRD-013,Line Beta,45.585,17.969,14.842,20.259,4.242,23.665,2,0
PRD-011,Line Gamma,26.407,80.51,14.738,30.145,2.427,70.955,1,0
PRD-010,Line Gamma,14.468,109.27,6.324,70.655,6.319,53.127,2,0
PRD-014,Line Beta,31.331,53.981,16.816,83.139,3.379,31.193,1,1
PRD-013,Line Alpha,49.023,84.548,7.709,83.521,5.924,48.248,2,0
PRD-003,Line Beta,38.389,43.063,11.52,68.427,1.899,56.59,1,0
PRD-019,Line Gamma,34.283,75.303,10.667,40.835,7.182,75.272,2,0
PRD-017,Line Beta,13.582,92.71,16.22,81.04,0.595,39.747,3,0
PRD-007,Line Alpha,49.883,96.383,8.984,36.236,1.383,35.57,3,0
PRD-013,Line Alpha,18.015,31.48,10.769,72.792,6.399,76.391,1,0
PRD-004,Line Beta,40.332,74.05,7.431,38.861,0.527,25.126,3,0
PRD-006,Line Alpha,53.842,100.745,17.555,72.74,2.538,54.84,1,0
PRD-006,Line Beta,30.294,63.415,10.064,56.877,6.177,74.205,3,0
PRD-005,Line Alpha,32.712,82.511,12.383,24.336,4.904,88.077,2,1
PRD-017,Line Alpha,29.683,23.089,13.701,72.343,2.211,64.97,2,0
PRD-019,Line Gamma,36.678,106.333,6.336,21.838,5.052,56.072,3,0
PRD-009,Line Gamma,47.652,55.616,16.138,60.618,7.006,79.942,2,1
PRD-013,Line Alpha,14.332,72.015,11.183,30.553,1.061,48.054,1,0
PRD-011,Line Beta,53.44,91.908,12.95,50.476,2.361,54.948,3,0
PRD-011,Line Beta,46.574,52.64,9.897,27.491,6.973,37.834,2,0
PRD-001,Line Alpha,29.775,61.873,10.336,80.697,5.916,79.909,2,0
PRD-012,Line Alpha,31.077,52.055,7.202,31.543,6.475,80.31,2,1
PRD-017,Line Gamma,40.135,112.96,2.079,80.126,6.082,34.111,2,0
PRD-014,Line Alpha,35.578,39.505,7.092,55.246,0.781,24.447,1,0
PRD-014,Line Alpha,14.097,80.332,14.958,40.084,6.639,55.889,2,1
PRD-002,Line Gamma,27.308,20.094,11.783,60.101,0.704,62.61,2,0
PRD-007,Line Beta,42.727,16.272,14.323,67.848,6.019,53.294,2,0
PRD-019,Line Beta,18.207,43.637,17.841,61.643,1.234,45.38,3,0
PRD-001,Line Beta,26.618,19.435,5.274,76.513,3.03,68.391,2,0
PRD-001,Line Gamma,26.806,82.223,17.253,62.978,5.035,82.179,3,0
PRD-018,Line Alpha,18.456,118.172,2.017,73.792,2.182,30.3,1,0
PRD-003,Line Beta,53.922,78.049,14.203,44.909,2.378,78.907,1,0
PRD-010,Line Alpha,13.88,25.119,13.906,69.874,3.657,57.281,2,0
PRD-012,Line Alpha,42.19,22.003,16.39,75.336,7.156,68.072,3,1
PRD-001,Line Gamma,36.011,91.01,15.426,44.0,4.797,81.165,3,0
PRD-009,Line Alpha,38.245,31.713,12.347,36.484,7.006,50.055,3,0
PRD-018,Line Beta,44.956,94.458,4.652,51.499,3.72,84.966,1,1
PRD-015,Line Alpha,44.191,55.315,4.909,64.277,4.903,64.957,3,1
PRD-003,Line Gamma,54.473,98.814,3.445,60.566,1.502,74.526,2,0
PRD-011,Line Gamma,26.371,80.4,11.5,21.755,3.317,30.693,1,0
PRD-005,Line Alpha,42.073,27.5,11.995,90.938,0.681,30.605,1,1
PRD-019,Line Alpha,13.652,100.318,14.207,52.131,6.02,81.104,3,0
PRD-015,Line Alpha,42.871,72.98,14.959,93.832,4.392,69.229,1,0
PRD-015,Line Beta,34.834,47.957,11.494,25.805,5.984,80.543,3,0
PRD-002,Line Beta,46.452,63.591,3.061,63.739,2.647,62.177,3,0
PRD-012,Line Gamma,57.428,95.021,12.035,32.574,6.039,34.707,2,0
PRD-015,Line Beta,21.447,17.4,4.489,21.267,3.709,25.549,1,0
PRD-004,Line Alpha,17.268,81.318,12.686,22.089,6.193,71.676,3,0
PRD-018,Line Alpha,19.116,74.543,14.626,59.225,3.093,65.896,1,0
PRD-005,Line Alpha,41.847,66.288,16.647,49.102,5.595,87.601,1,0
PRD-002,Line Beta,38.962,38.042,14.469,64.211,1.465,58.73,1,0
PRD-017,Line Gamma,54.766,60.849,6.861,87.659,6.673,36.983,2,1
PRD-016,Line Beta,33.171,79.489,15.796,78.721,6.296,89.758,1,0
PRD-015,Line Alpha,48.817,61.437,13.836,77.446,6.127,66.074,1,1
PRD-011,Line Beta,41.078,86.541,14.282,52.998,6.564,45.023,3,0
PRD-016,Line Gamma,39.761,107.103,5.562,40.539,6.009,38.439,2,0
PRD-017,Line Gamma,21.625,117.045,6.982,43.143,3.739,23.598,3,0
PRD-005,Line Alpha,56.978,98.294,15.613,34.884,4.09,51.078,2,0
PRD-013,Line Gamma,39.68,93.084,11.324,52.843,6.347,63.254,3,1
PRD-005,Line Alpha,41.385,46.768,14.448,40.026,3.357,40.435,2,0
PRD-019,Line Beta,13.138,94.935,5.71,77.911,5.362,49.909,2,0
PRD-003,Line Beta,22.025,29.145,7.109,36.397,3.841,66.333,1,0
PRD-016,Line Beta,32.838,111.285,11.623,72.748,1.487,50.743,1,0
PRD-018,Line Gamma,21.585,18.963,11.039,26.655,4.247,84.524,3,0
PRD-006,Line Alpha,22.425,46.509,8.015,94.45,2.998,58.499,3,0
PRD-018,Line Alpha,38.822,98.695,2.383,54.992,1.889,40.415,2,0
PRD-009,Line Beta,20.128,27.845,13.888,62.923,4.15,65.521,3,0
PRD-020,Line Alpha,31.536,61.405,7.387,91.123,6.514,25.385,3,1
PRD-019,Line Gamma,15.303,102.584,6.587,94.883,2.027,73.425,2,1
PRD-013,Line Gamma,52.911,89.05,6.082,62.184,5.15,76.76,2,1
PRD-005,Line Gamma,49.277,105.24,10.576,41.646,4.767,36.895,1,0
PRD-001,Line Alpha,31.539,104.538,7.566,89.962,0.698,70.821,3,1
PRD-006,Line Alpha,37.66,34.804,8.034,54.476,4.519,46.429,2,0
PRD-003,Line Alpha,18.419,47.912,8.307,38.038,1.665,86.509,1,0
PRD-005,Line Alpha,43.282,117.779,6.299,64.129,0.765,82.975,1,0
PRD-014,Line Gamma,22.153,59.202,7.729,75.528,1.128,80.497,3,1
PRD-005,Line Gamma,26.004,100.497,3.925,42.032,4.632,34.79,2,1
PRD-010,Line Beta,53.766,60.6,6.915,85.142,3.025,23.678,3,1
PRD-016,Line Alpha,29.462,21.981,11.353,76.283,5.425,64.999,3,0
PRD-012,Line Gamma,46.865,82.133,9.775,52.9,6.2,38.39,1,0
PRD-002,Line Alpha,21.951,105.123,14.685,81.076,2.667,88.096,3,0
PRD-011,Line Alpha,45.516,117.771,15.308,78.635,2.316,40.198,3,0
PRD-018,Line Beta,34.131,33.96,16.57,37.152,0.505,52.818,1,0
PRD-003,Line Beta,54.557,43.979,13.699,72.182,3.004,53.754,3,0
PRD-005,Line Beta,16.269,42.375,14.507,54.349,3.964,61.275,2,0
PRD-005,Line Gamma,12.372,16.466,7.156,38.29,3.82,50.481,1,0
PRD-002,Line Gamma,36.303,54.267,2.826,27.493,5.168,53.63,1,1
PRD-007,Line Gamma,15.878,24.67,3.039,37.163,3.725,48.879,3,1
PRD-001,Line Beta,48.728,23.15,9.298,23.4,4.998,64.16,2,0
PRD-005,Line Beta,47.005,103.09,8.505,61.094,6.114,29.995,2,0
PRD-007,Line Alpha,54.527,90.756,7.957,39.746,5.235,33.732,2,1
PRD-006,Line Alpha,14.495,115.688,8.908,45.143,4.835,85.967,3,1
PRD-011,Line Alpha,19.737,92.795,3.533,79.12,0.683,48.62,1,1
PRD-003,Line Beta,26.709,76.826,4.267,27.159,6.261,49.709,1,0
PRD-017,Line Alpha,17.921,104.552,6.446,22.363,2.641,80.834,3,0
PRD-006,Line Alpha,29.132,29.683,2.441,92.066,5.452,73.026,1,1
PRD-007,Line Beta,36.573,36.953,11.214,34.433,4.8,45.453,3,0
PRD-004,Line Alpha,19.283,91.958,6.067,82.43,3.259,39.832,1,0
PRD-006,Line Gamma,30.387,96.114,6.767,53.204,5.813,32.128,3,0
PRD-014,Line Alpha,24.311,93.269,13.675,63.751,2.889,50.609,2,0
PRD-016,Line Gamma,53.626,101.199,6.428,62.964,4.768,45.237,3,0
PRD-008,Line Beta,30.619,96.312,7.354,33.317,3.07,87.187,2,0
PRD-019,Line Alpha,24.306,95.223,8.241,31.828,5.776,81.064,3,1
PRD-014,Line Beta,25.807,42.993,14.524,47.711,2.17,79.43,3,0
PRD-010,Line Beta,47.763,114.642,16.781,49.536,5.322,66.685,2,0
PRD-019,Line Gamma,43.712,112.223,4.037,67.534,5.631,58.601,2,0
PRD-005,Line Beta,21.317,110.632,14.08,49.119,6.689,30.551,1,0
PRD-003,Line Alpha,41.484,105.658,13.165,51.376,1.817,63.771,1,0
PRD-007,Line Gamma,25.184,72.596,10.003,52.187,4.981,21.829,1,0
PRD-018,Line Alpha,25.618,64.391,12.223,66.193,5.539,73.124,3,1
PRD-004,Line Beta,51.58,85.75,10.001,27.613,6.509,56.069,1,0
PRD-003,Line Alpha,23.263,67.196,5.332,29.81,0.895,68.379,1,0
PRD-009,Line Gamma,40.223,100.524,17.343,87.788,0.628,82.737,2,0
PRD-019,Line Alpha,17.42,117.817,17.665,49.867,1.816,73.775,2,0
PRD-011,Line Gamma,24.787,30.136,11.25,82.351,1.602,78.971,2,1
PRD-013,Line Alpha,54.189,35.082,3.742,30.402,6.736,80.24,3,0
PRD-010,Line Alpha,21.901,101.169,6.196,83.486,1.035,66.744,1,0
PRD-013,Line Gamma,25.438,63.317,11.927,53.862,5.004,48.819,3,0
PRD-011,Line Alpha,39.604,18.45,17.295,28.058,2.844,74.135,1,0
PRD-008,Line Gamma,39.675,91.795,2.542,76.576,1.804,36.214,2,1
PRD-014,Line Beta,42.212,36.537,12.97,60.011,1.173,23.191,3,0
PRD-009,Line Alpha,45.505,115.276,15.84,57.022,1.951,25.174,2,0
PRD-003,Line Alpha,30.421,117.409,11.253,73.278,4.942,25.813,1,1
PRD-010,Line Gamma,53.352,31.963,16.59,31.289,4.264,81.719,2,0
PRD-013,Line Gamma,57.966,93.539,3.158,66.563,0.765,40.438,1,0
PRD-007,Line Beta,35.089,92.985,7.266,61.514,6.451,89.749,1,0
PRD-003,Line Beta,14.824,65.196,17.75,27.213,6.11,84.97,1,0
PRD-018,Line Beta,14.703,49.012,9.689,84.141,6.421,75.35,1,1
PRD-005,Line Gamma,16.497,86.594,16.82,81.269,7.176,41.242,2,0
PRD-001,Line Alpha,56.65,69.679,14.848,26.62,1.117,29.276,3,0
PRD-010,Line Beta,18.289,65.881,13.155,77.946,4.571,87.883,2,0
PRD-012,Line Beta,29.506,105.32,5.0,25.381,4.213,87.479,1,0
PRD-016,Line Beta,40.275,26.676,17.774,29.159,4.37,40.039,1,0
PRD-004,Line Beta,25.062,20.028,13.36,26.18,2.748,43.205,2,0
PRD-014,Line Gamma,20.535,21.975,10.766,81.061,2.759,89.884,1,0
PRD-016,Line Gamma,26.347,22.88,4.223,47.246,3.76,76.611,3,0
PRD-018,Line Gamma,44.42,43.971,10.411,88.237,3.354,62.316,3,0
PRD-020,Line Alpha,57.133,18.216,3.695,94.281,5.195,43.851,2,1
PRD-013,Line Alpha,28.819,96.721,6.74,30.923,7.137,51.378,3,0
PRD-005,Line Beta,30.594,94.844,7.786,47.522,2.235,81.178,2,1
PRD-002,Line Alpha,25.527,119.888,16.736,28.342,1.991,89.078,2,0
PRD-014,Line Alpha,23.991,97.683,10.191,78.352,1.187,20.36,3,0
PRD-014,Line Beta,36.909,21.194,6.351,92.9,5.59,54.01,3,1
PRD-016,Line Beta,19.751,67.658,3.781,46.338,5.811,31.294,1,0
PRD-005,Line Alpha,20.05,31.277,2.211,40.829,2.689,30.888,1,0
PRD-020,Line Gamma,39.393,18.355,6.367,22.926,5.534,38.758,3,0
PRD-008,Line Beta,52.936,25.687,3.847,38.471,4.969,77.823,2,1
PRD-015,Line Alpha,19.578,82.528,11.473,89.265,0.551,85.064,2,1
PRD-012,Line Beta,37.6,19.298,14.147,59.314,0.696,84.864,1,0
PRD-001,Line Beta,16.707,45.208,15.868,90.742,2.125,25.404,2,0
PRD-005,Line Gamma,47.004,25.039,12.493,41.593,4.223,75.991,2,0
PRD-005,Line Gamma,13.675,23.925,10.159,61.66,4.589,21.58,1,0
PRD-016,Line Gamma,41.554,116.647,12.779,37.051,4.241,74.118,3,0
PRD-008,Line Gamma,40.546,110.015,9.114,89.837,6.556,77.541,2,1
PRD-001,Line Beta,49.459,73.018,17.325,88.622,5.754,61.465,2,0
PRD-001,Line Gamma,46.94,34.59,16.317,20.05,3.308,87.532,3,0
PRD-010,Line Beta,53.118,69.581,14.816,52.186,3.028,70.952,2,0
PRD-015,Line Alpha,22.742,94.395,7.94,87.026,1.056,42.284,2,0
PRD-008,Line Beta,42.539,22.257,11.404,61.388,1.438,35.397,1,0
PRD-007,Line Beta,45.253,79.676,4.572,65.965,3.165,38.855,2,0
PRD-016,Line Alpha,26.863,107.026,2.146,41.149,1.734,72.076,2,1
PRD-010,Line Gamma,12.219,18.351,3.28,73.208,2.562,70.41,2,1
PRD-013,Line Gamma,16.969,71.131,7.045,41.134,6.91,84.972,2,1
PRD-016,Line Gamma,49.214,16.569,6.441,47.669,0.912,89.772,1,1
PRD-005,Line Gamma,48.562,85.944,6.658,33.596,1.989,25.78,3,0
PRD-005,Line Gamma,29.796,19.839,2.324,82.11,4.554,47.462,3,1
PRD-003,Line Beta,19.265,65.964,17.22,65.018,6.056,21.851,1,0
PRD-018,Line Alpha,53.638,52.714,5.852,33.207,3.221,62.289,2,0
PRD-001,Line Beta,22.179,28.251,7.679,22.476,1.944,78.73,3,0
PRD-002,Line Beta,36.455,113.45,7.733,33.871,0.802,26.665,3,1
PRD-019,Line Alpha,41.577,37.223,11.904,56.706,3.764,62.259,1,0
PRD-001,Line Alpha,44.602,83.043,8.885,48.259,1.734,43.836,3,0
PRD-009,Line Gamma,34.643,68.983,7.895,92.737,2.571,70.897,3,0
PRD-005,Line Alpha,12.022,98.362,7.506,80.285,1.955,72.003,1,0
PRD-015,Line Beta,54.138,71.12,3.208,44.862,2.44,71.374,1,0
PRD-004,Line Gamma,25.603,94.478,5.133,66.071,6.613,84.4,3,0
PRD-016,Line Beta,56.583,89.707,7.44,45.845,4.914,65.367,2,1
PRD-001,Line Gamma,19.366,24.087,13.205,44.086,4.168,48.475,1,0
PRD-020,Line Alpha,19.17,40.82,12.803,49.309,4.695,67.583,2,1
PRD-016,Line Gamma,31.669,50.206,4.168,34.882,3.758,57.741,3,1
PRD-005,Line Beta,49.662,69.266,6.552,58.447,3.274,83.813,1,1
PRD-005,Line Gamma,26.332,17.265,2.463,75.984,3.539,43.566,1,0
PRD-018,Line Gamma,53.762,30.593,5.893,72.297,1.888,38.176,2,0
PRD-017,Line Beta,29.48,36.913,17.534,76.622,4.087,38.05,2,0
PRD-007,Line Gamma,34.859,50.962,3.145,93.907,6.5,84.354,1,1
PRD-004,Line Beta,42.696,18.185,8.205,46.482,5.192,47.504,1,0
PRD-008,Line Beta,14.926,30.172,4.929,40.974,6.819,35.443,1,0
PRD-012,Line Gamma,30.044,112.687,8.174,55.195,3.252,57.025,3,0
PRD-014,Line Alpha,19.576,100.485,11.244,73.112,6.064,21.518,2,0
PRD-011,Line Alpha,56.094,75.752,17.531,51.41,3.067,85.017,1,1
PRD-002,Line Beta,47.232,93.823,16.013,73.322,1.701,86.126,3,0
PRD-001,Line Gamma,32.279,96.651,6.118,85.8,6.305,25.106,3,1
PRD-014,Line Gamma,29.077,15.459,4.358,34.691,6.483,52.303,3,0
PRD-001,Line Beta,53.893,117.109,13.569,54.773,6.377,46.151,3,0
PRD-002,Line Beta,13.114,39.169,11.775,30.047,2.46,58.885,1,0
PRD-007,Line Beta,41.675,107.487,13.095,89.485,5.181,38.881,1,0
PRD-013,Line Beta,30.409,91.634,2.188,34.785,4.722,66.963,3,0
PRD-001,Line Alpha,15.099,29.523,14.7,31.366,6.005,78.871,3,0
PRD-010,Line Gamma,54.233,28.283,15.074,77.993,6.327,34.248,1,1
PRD-015,Line Gamma,38.508,17.409,14.64,32.479,7.048,57.818,2,0
PRD-003,Line Gamma,21.515,15.916,7.369,70.788,4.564,40.023,2,0
PRD-020,Line Alpha,13.105,118.464,16.676,40.995,5.292,23.64,1,0
PRD-020,Line Beta,47.125,24.826,11.023,36.136,0.834,65.716,1,1
PRD-011,Line Beta,30.009,64.895,14.593,59.795,5.129,69.594,1,0
PRD-002,Line Alpha,55.776,92.044,11.233,76.8,5.426,40.009,3,1
PRD-010,Line Alpha,24.509,21.707,8.491,87.022,2.778,68.097,2,1
PRD-004,Line Beta,35.692,37.81,6.965,43.979,3.888,33.796,3,0
PRD-004,Line Beta,35.751,48.365,6.509,28.249,6.133,51.556,2,1
PRD-020,Line Alpha,19.119,63.572,16.59,27.703,6.513,56.898,3,0
PRD-007,Line Beta,44.279,60.773,3.707,58.697,3.108,88.667,3,0
PRD-004,Line Alpha,38.163,64.352,15.306,52.891,4.38,69.896,1,0
PRD-006,Line Beta,15.021,106.327,13.511,84.863,2.73,88.533,1,1
PRD-009,Line Beta,41.607,22.032,7.564,44.536,5.227,58.18,1,0
PRD-008,Line Alpha,38.611,77.293,14.177,32.232,1.567,48.013,1,0
PRD-016,Line Beta,37.74,21.986,7.284,81.079,6.725,49.943,2,0
PRD-007,Line Alpha,49.48,96.519,2.103,79.152,2.785,31.031,2,1
PRD-013,Line Beta,39.256,100.167,5.552,43.749,4.774,76.77,3,1
PRD-011,Line Alpha,52.24,53.915,6.797,27.987,2.098,76.265,2,0
PRD-001,Line Gamma,54.14,112.005,4.001,74.155,0.553,51.968,1,0
PRD-006,Line Beta,48.494,64.26,16.718,91.259,1.277,81.517,3,1
PRD-011,Line Alpha,43.892,65.477,10.063,49.245,0.507,62.178,1,0
